Month,tmax,tmin,af,rain,sun
9,17.2,10.2,0,29.4,120.4
10,13.7,7.8,0,67.6,78.8
11,8.5,4.1,0,37,39.9
12,8.9,4.3,4,58.1,25.3
1,6.4,2.2,7,117.6,29.8
2,8.9,3.4,1,41.1,101.8
3,10.6,3.4,2,33.4,112.7
4,14.5,6.8,0,48,163.3
5,16.8,7.2,0,69.6,222.8
6,18.5,10.7,0,39.3,188.4
7,21,11.6,0,32.6,211.3
8,19.5,12,0,61.9,111.7
9,16.6,10,0,83.2,121
10,14,7.7,0,48.3,86.5
11,8.6,4.3,0,59.8,47.8
12,6.5,2.3,6,26.5,30
1,8.8,3.4,4,96.2,41.2
2,5.9,1.1,8,50.6,41.3
3,8.7,2.5,7,11,95.8
4,13.8,6.2,1,58.5,125.6
5,15.3,7,0,60,163.3
6,16.8,9.4,0,56.3,146.3
7,19.5,12.8,0,58.2,99.7
8,20.8,12.5,0,64.1,142
9,15.9,9.1,0,111.7,101.7
10,11.7,6.8,0,77.3,61.9
11,8.8,3.7,0,142.1,31.1
12,6.5,1.8,6,61.9,38.8
1,3.4,-1,17,75.2,49.1
2,10.1,4.2,1,69.1,59.4
3,12.2,5.1,0,13.7,114.5
4,14.3,6,1,44.5,163.6
5,16.1,8,0,78.8,142.6
6,18.5,10.9,0,80.4,162.8
7,20.9,13.2,0,45.3,192
8,20.1,11.9,0,66.8,150.5
9,17.5,11,0,20.9,77.5
10,15.2,8.9,0,136.8,75.5
11,9.3,5.7,0,9.9,22.8
12,7.6,3,4,42.5,33.6
1,5.7,0.6,16,108.1,31.5
2,8.2,3.5,6,111.8,71
3,8.8,2,9,32.9,102.9
4,14.1,6.3,0,29.2,150.5
5,13.9,6,0,60.7,143.6
6,17.1,9.5,0,85.3,178.9
7,20.3,12.8,0,63.9,170.7
8,18.2,11.1,0,110.2,130.1
9,17,10.7,0,113,98
10,11.7,7.5,0,32,47.5
11,10.2,5.8,0,158.2,22.5
12,5.8,1.3,6,80.4,45.3
1,3.7,0,16,85.4,34.8
2,-0.6,-3.5,28,69,18.5
3,5.3,0.2,14,141.4,58.5
4,11.9,5,0,88.5,142
5,18.2,8.5,0,56.8,151.3
6,19.8,11.7,0,68.4,168.6
7,20.6,13.6,0,32.8,116.7
8,23.9,13.3,0,12.7,239
9,18.8,11.1,0,35.5,145.5
10,14.6,8.2,0,14,83.1
11,9.8,4.7,5,72.6,89.2
12,7.6,3.4,6,94,22.8
1,7.2,2.6,1,165.3,32.4
2,6.5,2.3,8,59,34.8
3,12.4,4,2,26.1,131.2
4,12.9,4.9,0,42.1,154.7
5,15.9,6.5,0,38.4,216.8
6,16.9,9.7,0,72.5,151.8
7,19.7,11.7,0,24.2,171.6
8,18.5,11.5,0,118.9,108
9,16.7,10.8,0,37.4,101
10,13.4,7.2,0,37.1,78.3
11,10.6,4.9,3,28,62.9
12,7.9,3,5,87.6,33
1,7.8,3,3,34.4,48
2,8.9,2.8,5,38.4,96
3,7.2,1.9,8,32.5,90.3
4,13.7,6,0,66.4,148.3
5,15.6,6.7,0,41,225.2
6,20.2,9.9,0,13.3,227.1
7,21.6,12.7,0,114.8,170.4
8,21.1,12.5,0,41.6,181
9,19.9,12.3,0,28,126.9
10,14.5,8.1,1,84.2,92.7
11,8.9,4,1,112.9,46.8
12,8,3.3,0,105.7,35
1,6.4,2.3,9,35.7,15.8
2,8,1.8,5,147.9,65.6
3,11.4,4,1,25.5,114.2
4,10.7,3.4,1,78,141.4
5,13.9,6.8,0,38.9,112.7
6,21.1,11.4,0,28.4,248.8
7,19.9,12.2,0,43.1,184.2
8,19.8,11.8,0,84.6,160.9
9,16.1,9.6,0,87.1,106.4
10,12.6,7,0,35.4,90.5
11,8.1,3.3,2,119.3,34.5
12,3.2,-0.3,16,50.6,36.1
1,5.9,1.6,8,68.8,41.7
2,5.7,1,2,92.4,41.1
3,6.5,0.9,7,102.5,75.7
4,10.3,3.4,0,31.8,146.1
5,13,5.8,0,100.6,118.2
6,17.9,9.4,0,14.7,206.8
7,20.6,12.3,0,32.9,184.9
8,18.4,11.2,0,133.1,143.7
9,17.7,10.7,0,45.1,113.5
10,13.5,6.5,0,23.7,96.3
11,10.6,6,0,199.2,50.9
12,8.2,2.6,4,92.9,38.8
1,5,0.7,7,89.9,52.9
2,6.4,0.9,11,19.7,60.5
3,9,3.5,5,57,61.8
4,13.7,5.4,0,40.8,140.7
5,17.6,9,0,74.4,173.9
6,18.4,10.3,0,37.4,192.8
7,19.9,12.9,0,32.6,137.4
8,19.9,12,0,37,160.3
9,13.7,8.1,0,70,77.3
10,11.8,6.2,0,124.6,94.2
11,6.6,2.3,5,50.7,55.5
12,5.9,1.5,7,60.4,39.5
1,6.4,2.4,3,21.2,26.3
2,7.3,2.6,6,54.8,40.2
3,10.6,2,8,47.8,82.4
4,11,3.4,0,59.9,128.9
5,17.4,8.5,0,61.4,180
6,17.8,10.7,0,49.5,108.7
7,19.4,12,0,66.1,184.4
8,20.2,12.4,0,79.6,180.9
9,18,10.3,0,34.8,142.8
10,13.3,6.5,0,50.3,68.2
11,11.2,6.3,0,44,39.7
12,8.8,5,0,28.8,24.2
1,5.3,1,11,70.2,27.5
2,4.3,-0.2,11,74.5,40.5
3,8.6,2.4,3,61.4,90.4
4,11.7,4.1,0,7.6,120.4
5,14.9,7.4,0,93.8,104.4
6,16.4,9.9,0,57.2,117.5
7,17.4,10.9,0,49.2,126.9
8,17.7,11,0,166.7,98.8
9,16.4,9,0,58,161.4
10,14.9,9.2,0,78.7,80.5
11,9.6,4.1,0,170.7,48
12,8.8,4.3,2,95.8,31.5
1,4.8,0.5,12,60,31.7
2,3.5,-0.9,17,69.2,55
3,6.5,-0.1,17,88.1,106.5
4,13.5,5.9,0,19,137
5,12.9,5.7,0,85.5,181.5
6,17.2,9.3,0,85.9,121.8
7,22.9,12.8,0,30.8,231.4
8,22,13.5,0,19.3,139.2
9,18.4,11,0,18.4,150.6
10,13.3,6.5,2,60.4,130.3
11,9.7,5.2,0,67.2,30.8
12,8.1,2.9,6,96.4,32.7
1,6.2,1.5,7,154,38.8
2,3.1,-1.8,21,30.5,37.2
3,9.1,2.3,6,26.4,85.2
4,10.3,2.7,1,63.5,110.7
5,16.8,7.7,0,11.2,231.6
6,16.5,9.4,0,82.1,148.1
7,18.7,12.4,0,141.7,121.8
8,16.6,10.2,0,146.1,112.1
9,17.6,10.7,0,83.4,98.4
10,12.9,6.9,0,33.1,98.4
11,8.8,4.4,2,21.4,34.7
12,7.7,3.7,6,107.9,17.9
1,8.1,2.9,5,44.8,28.9
2,8,2,4,78.8,75.1
3,12.2,5.8,0,58.2,68.8
4,12.3,4.8,0,2.2,106.9
5,14.6,6.3,0,27.3,160.7
6,20.5,10.1,0,31.8,275.7
7,19.5,12.9,0,83.2,112.3
8,18.2,12,0,117.2,106.3
9,15.3,9.6,0,98.8,111.4
10,14.1,7.7,0,41.6,80.9
11,8.7,4.9,1,61.3,41.4
12,7.2,2.2,9,88.3,26
1,6.2,1.1,13,86.4,45.2
2,7.2,1.6,10,121.7,62.6
3,6.1,0.8,16,49.9,82.9
4,11.4,3.8,2,19.7,126.3
5,15.5,7.4,0,71.4,151.9
6,17.2,9.7,0,126.6,95
7,19.5,12.2,0,144.6,161
8,19.6,12.2,0,65.9,119.8
9,18.5,11.7,0,85.8,93.1
10,13.9,7.7,0,66.8,91.2
11,9.2,4.4,1,15.6,44.9
12,6.8,2.7,3,110,14.3
1,4.7,-0.2,18,89.7,68.2
2,7.6,2.7,5,2.2,49.7
3,10,4.3,0,38.4,72.7
4,13.2,5.9,0,88.5,139.2
5,17.5,8,0,26.7,194.6
6,20,10.9,0,30.7,227.8
7,22.2,13.1,0,33.5,215.8
8,22.4,13.2,0,18.8,201.4
9,20,10.6,0,0.6,146.2
10,16.4,8.3,0,57.4,108.2
11,9.3,4.5,2,106,36.6
12,8,3.4,0,116.8,18.1
1,6.2,1.9,6,137.7,23.7
2,6.5,1.2,11,77.9,55.4
3,8,3.1,1,52.1,44.9
4,13.4,5.5,0,38.9,147.8
5,17.6,8.8,0,46.4,166.2
6,21.7,11.5,0,41.4,261.8
7,19.1,11.4,0,64.8,131.3
8,19.1,11.4,0,80.6,143.2
9,16.8,9.9,0,108.7,111.4
10,12.4,7.5,0,179,48.1
11,9.6,4.7,0,116.2,44.3
12,6.5,2.3,4,91.5,47.1
1,5.4,1.1,6,96.1,27.4
2,9.6,4.2,0,63.1,67.9
3,13.1,5.4,0,14.3,142.5
4,13,6,0,84.1,85.5
5,14.5,6.9,0,42.9,170.1
6,19.2,10.4,0,33.9,199.7
7,18.8,11.3,0,55.7,161.4
8,19.3,11.8,0,62.2,187.2
9,19.3,11.3,0,53,133.5
10,13.9,7.7,0,94.9,118.7
11,8.7,4.1,1,42.3,53.5
12,5,-0.2,15,75.5,42.1
1,7.3,2.1,6,91.2,67.1
2,7,1.9,6,57.8,68.6
3,6,-0.6,17,27.8,116.7
4,11.1,3.9,0,76.3,138.1
5,13.6,6.2,0,78.4,149.9
6,18.3,9.3,0,13.5,206.6
7,17.8,10.8,0,39.7,99.5
8,17.8,10.8,0,94.9,145.6
9,16,9.3,0,84.4,87.4
10,13.9,7.4,1,32,85.8
11,7.8,2.9,6,38.5,31.3
12,5.3,-0.6,15,54.1,46.5
1,1.3,-2.9,28,46.8,39.4
2,1.4,-3.5,28,28.3,41.9
3,8.9,1.6,6,72,93.8
4,11.7,4.4,0,60.3,79.5
5,14.6,6.4,0,31.5,155.1
6,19.3,10.3,0,99.1,179.9
7,19.7,11,0,68.6,173.3
8,17.6,10.6,0,60.1,88.5
9,16.9,9.2,0,79.5,136.6
10,13.6,7.4,0,39.4,73.4
11,9.7,5.4,1,132.5,33.3
12,5.2,1,11,18.7,35.1
1,5.8,1,8,23.1,54.8
2,6.6,1.7,11,28.7,50.5
3,5.5,1.2,8,122.4,46.6
4,12.7,5.4,0,46.1,91.3
5,18.2,8.7,0,55.5,203
6,17,10.1,0,70.2,105.8
7,19.8,11.9,0,50.8,184.9
8,19.5,11.5,0,49.4,179.3
9,18.7,9.3,0,20.8,165.1
10,12.5,5.7,0,41.8,106.7
11,9.8,4.7,2,40.8,40.9
12,6.3,0.4,16,93.7,61.3
1,5.7,1.4,12,90.1,57.4
2,5.5,1.5,8,22.4,21.3
3,8.8,1,10,74,112
4,12,4.3,0,50,134.8
5,15.5,7.6,0,68.2,137.1
6,19,10.4,0,91.8,163.7
7,17,10.5,0,58.9,91.3
8,19,11.1,0,49.2,133.7
9,15.6,9.3,0,167.4,82.8
10,14.2,7.6,0,27.5,73.1
11,6.5,1.9,8,147.5,63.1
12,7,2,5,191.5,52.1
1,4.3,0.6,14,41.5,22.9
2,7.2,2.5,11,154.2,25.2
3,9.6,3.5,4,46.9,110.3
4,8.7,3.5,6,140.6,74.1
5,15.7,7.2,0,58.8,209.2
6,19.4,11.4,0,61.3,142.8
7,18.4,11.5,0,44.5,130.8
8,18.8,10.8,0,92.9,124.6
9,17.6,10.2,0,55.7,107.8
10,12.8,6.7,0,101.4,66.1
11,7.8,3.5,0,93.9,41.1
12,7.5,2.7,3,77.3,36.1
1,6.3,1.8,11,49.7,66.3
2,7.7,3.1,3,70.9,52.2
3,10.2,4.2,1,57.8,165.4
4,11.2,4.5,1,32.7,85.8
5,13.9,6.4,1,172.6,142.1
6,19.5,10.2,0,13.7,212.8
7,21.5,12.8,0,40.9,178
8,20,12,0,70.3,117.8
9,17,9.5,0,62.5,88.4
10,13.9,7.7,0,115.5,110.4
11,8.1,2.3,6,71.4,50.4
12,6.7,2,11,44.7,52.8
1,6.7,1.9,11,67.4,36.1
2,4.4,-0.4,17,42.8,60.5
3,9.7,3.2,5,61.3,98.2
4,12.9,3.9,9,54.2,152.3
5,13.7,5.9,0,82.8,100.9
6,19.5,10.3,0,54.9,174.1
7,18.2,11.5,0,112.5,69.9
8,19.4,11.8,0,41.8,99.9
9,17.2,10.6,0,155.2,74.1
10,15,9.8,0,63.5,63.8
11,8,4.2,1,87.3,29.6
12,5,1.2,9,52.9,28.3
1,7.8,3,7,85,28.8
2,2.5,-1.5,20,101,63.5
3,4.7,0,19,119.9,48.1
4,11.2,3.4,1,76.1,147.5
5,14.6,7.4,0,99.1,99.2
6,18.8,9.3,0,62.5,253.4
7,21.5,12.9,0,52.6,227.3
8,19.9,12.6,0,48.5,129
9,17.3,10.5,0,38.9,75.4
10,15.9,9.6,0,24.7,76.9
11,7.5,2.2,5,163.7,61.5
12,5.8,1.6,13,72.7,30.5
1,5.7,1.5,8,94.7,36.8
2,5.5,0.1,11,104,88.5
3,6.6,0.8,13,55.4,114.6
4,10.4,3.4,4,106.6,137.2
5,17.4,8.5,0,16.9,160.2
6,21.8,11.2,0,24.2,238.9
7,19,11.9,0,39.2,153.3
8,20.4,12.2,0,72.9,137.6
9,18.3,11.2,0,42.8,122.6
10,14.1,7.5,0,47.9,101
11,9.6,5.1,1,141.4,48.4
12,6.2,2.6,6,40.6,45.7
1,6.6,2.3,8,69.3,39.9
2,7.6,2.6,3,26.7,63.3
3,8.1,2.8,5,47.2,79.8
4,11.1,4.3,0,84.1,70
5,16.4,7,0,63.5,207.3
6,15.6,8.8,0,69.4,131.5
7,22.1,12.8,0,86.3,207.2
8,19.4,11.8,0,102.2,121.1
9,18.8,10.1,0,31.2,148
10,15.3,8.1,0,92.8,139.3
11,9.1,3.7,4,62.6,78.5
12,8.8,4.8,0,35.1,48.2
1,5.7,1.6,8,92.7,38.7
2,5.8,1.8,5,65.9,28.9
3,9.9,2.5,4,106.2,118.6
4,11.5,5.3,0,56.9,94.6
5,14.4,6.8,0,56.6,135.4
6,15.8,8.7,0,83.1,127.8
7,19.5,11.6,0,55.7,148.4
8,19.3,11.5,0,61.2,180.8
9,15.1,8.5,0,50.6,80.4
10,13.5,7,0,14.5,61.7
11,9.2,4.5,1,84.9,68.6
12,7.6,2.9,0,80.3,22.7
1,6.7,2.8,5,39.8,26.7
2,7.4,2.1,9,65,91.7
3,10.6,3.6,0,15.1,127.3
4,10.6,3.5,2,77.5,142.1
5,15.5,7.4,0,59.5,150.6
6,20,10.8,0,44,204.2
7,19.7,12.1,0,200.6,115.6
8,20.7,12.1,0,58,161.9
9,18,10.5,0,58.1,108.8
10,12.2,6,1,63.3,82.2
11,8.6,3.6,7,28.8,89.7
12,7.3,2.4,7,51.6,41.8
1,8.1,2.9,3,79.3,49.4
2,8,3.1,0,67.3,55.5
3,8.5,2.2,1,39.8,95
4,11.6,3.6,0,12.3,120.5
5,15.7,6.9,0,39.5,195.1
6,17.7,9.8,0,48.5,184.3
7,18.7,11.7,0,67.6,164
8,19.5,11.5,0,81,180.1
9,15.7,8.8,0,90.8,138.7
10,10,5.3,0,55.9,89.6
11,8.7,3.7,1,121.1,47.5
12,9.9,5.1,2,71.1,43.2
1,8.9,3.8,1,73.2,32.2
2,6.5,1.6,8,15.8,25
3,7,1.7,7,58.8,89.4
4,12.2,5.1,4,46.9,132.8
5,13.8,5.6,0,86.2,187.9
6,20.1,9.7,0,11.9,253.2
7,21.7,13.2,0,81.9,170.9
8,24.6,14.1,0,51.2,236.1
9,17.3,9.5,0,34.6,138.5
10,13.4,6.5,0,27.2,91.2
11,8.8,3.3,3,28.6,70.6
12,8.2,3.4,4,43,49.8
1,7.6,3.2,8,93.8,41.4
2,6.7,2.1,8,33.7,45
3,7.8,1.4,8,29.5,108.8
4,11.7,4.4,2,16.2,116.1
5,15.8,7.9,0,79.9,148.6
6,22.3,12,0,16.6,250.2
7,24,13.2,0,16.9,285.2
8,23,11.9,0,17.3,215.6
9,16.4,9.6,0,134.9,85.5
10,13,7.5,0,127.7,58.7
11,8.6,3.2,1,32.4,58.7
12,3.7,0.3,10,75.3,55.2
1,4.6,0.4,12,113.8,45.9
2,6.3,1.5,6,201.4,53.5
3,9.5,3.4,3,59.7,79
4,10.6,3.6,2,45,179.3
5,14.6,6.1,0,43.5,207.6
6,16.4,8.3,0,66.4,182
7,19.6,11.9,0,9.5,178.3
8,19.4,11.7,0,69.2,137.7
9,16.6,9.7,0,35.2,108.8
10,14,8.4,0,45.4,87.4
11,8.4,3.4,5,112,80.9
12,7.5,3.6,1,82.5,30.7
1,5.3,0.7,9,99.4,52.4
2,4.4,-0.5,14,55.4,33.5
3,10.1,3.3,1,73.2,142.5
4,9.4,3,6,47.3,89.9
5,16.1,7.1,0,34.7,180.7
6,17.4,10,0,90,174.4
7,18.3,10.9,0,58.8,150.7
8,18.6,11.7,0,48.5,126.9
9,17.2,11,0,48.8,126.2
10,15.3,9.2,0,9.9,88.4
11,11.3,6,4,50,71.4
12,5,0.8,14,207.9,24.9
1,2.5,-2.4,24,82.3,55.7
2,2.6,-1.2,22,78.6,50.5
3,6.9,1.7,6,148,88.9
4,11,4.4,1,83.1,106
5,14.4,6,1,115.5,158.8
6,19.1,10.4,0,34.9,190
7,20.4,12.2,0,13,169.8
8,19.1,11.4,0,79,171.2
9,17.6,9.6,0,25,166.9
10,14.2,7.8,0,66.4,82.5
11,9.6,3.9,2,96.9,54.9
12,7.4,3.6,4,137.7,42.5
1,4.4,0.4,13,70.9,47.4
2,7.8,2.9,2,117.1,28.4
3,7.4,1.9,6,100.1,87.8
4,13.4,5.1,1,10.6,149.3
5,16,6.1,0,20.5,214.2
6,17.9,10.3,0,132.8,114.8
7,18.5,11,0,66.9,130
8,19.8,12,0,79,155.9
9,18.6,11.4,0,33.2,151.5
10,11.9,5.6,0,113.2,93.7
11,8.7,4.4,5,81.8,41.5
12,8.4,3.2,4,51.7,48.9
1,7.5,2.1,7,56.4,47.8
2,5.3,0.5,12,89.4,55.6
3,10.1,4.8,0,149.9,51.3
4,10.6,4.2,1,110.5,112.6
5,15.6,7.6,0,65.3,149
6,17.3,9.9,0,33.4,163.7
7,19.6,12.2,0,18.8,172.6
8,20.5,12.4,0,57.2,174.7
9,19.2,10.7,0,107.8,162.2
10,11.4,5.2,0,87.9,112
11,10.4,4.9,0,70.4,41.1
12,2.6,-2.3,21,93.6,37.4
1,5.9,-0.3,14,39.9,48.2
2,7.4,2.1,7,20.4,33
3,9.7,2.8,1,100.1,131.7
4,13.5,4.8,2,17.3,167.1
5,17.1,6.7,0,23.6,238.9
6,18.9,11.2,0,225,120.7
7,20.9,12.5,0,14.7,173
8,19.6,12,0,83.5,172.7
9,18.7,10.5,0,56.4,148.5
10,13.1,7.2,0,54.7,55.1
11,10,5.4,1,117.5,38.6
12,6.9,1.8,9,78.7,22.6
1,9,4,3,98.7,42.8
2,3.5,-0.8,17,39.9,35.3
3,9.3,4,0,65.7,85.4
4,10.1,3.2,1,121.2,115.3
5,13.6,6.4,0,127,101.6
6,18,9.9,0,7.6,171
7,24.5,14.3,0,44.4,187.1
8,22.1,12.6,0,31.3,207.7
9,16.8,10.2,0,120.1,116.9
10,13.6,7.3,2,66.9,84.1
11,9.9,5.5,5,41.2,29
12,8.2,3.4,4,142.2,37.9
1,5.6,0.8,10,160.2,37.6
2,5.8,0.6,12,79.7,42.3
3,7.3,2.2,3,52.3,44.9
4,13.3,3.5,5,10,205.7
5,14.9,5.9,1,55.4,158.4
6,19.1,10.5,0,40.9,219.3
7,22.4,12,0,13.3,258.2
8,22.5,12.6,0,81.9,183
9,16.7,10.4,0,117.6,86.1
10,14.3,7.7,0,82.7,75.6
11,9.8,5.7,0,124.9,33.7
12,7.3,2.4,8,47.6,39.1
1,3.7,-0.8,19,73,26.3
2,5.7,-0.3,14,4.6,58.2
3,8.2,1.7,8,48.8,105.1
4,11.6,4.8,2,69.5,111.7
5,14.4,6.8,0,63.4,139.2
6,16.8,8.6,0,76.5,179.8
7,20.4,12.7,0,46.4,182.2
8,18.4,11.3,0,87.9,158
9,18.8,11,0,14.2,125.5
10,14.4,8.7,0,33.6,64.3
11,6.6,1.4,10,78.2,50.2
12,8.2,4,6,78,22.9
1,5.4,0.6,12,174.1,39.2
2,1,-3,25,37.2,43.3
3,8.2,1.8,5,67.4,101.8
4,9,2.3,3,111,81.7
5,16,7.5,0,94.7,184.7
6,19.3,9.8,0,48,202.2
7,20,11.9,0,25.3,175.2
8,17.1,9.7,0,109.9,132.3
9,16.1,7.6,0,9.5,182.1
10,14.3,7.3,0,85.7,111.2
11,10.6,4.7,0,93,57.9
12,8.5,3.2,1,142.3,32.1
1,3.4,-1.1,18,52.9,37.6
2,6.7,1,11,35.1,52.3
3,7.3,1.2,14,89.2,110.5
4,14.6,6.1,0,64.6,156.6
5,14.6,5.9,0,32.6,199.2
6,16.5,9,0,140,123.1
7,19.8,12.2,0,51.4,168
8,19.7,12.2,0,45.1,149.3
9,17.4,9.3,0,67.2,152.3
10,12.5,6,0,119.5,77.6
11,8.5,4.1,3,53.5,43.4
12,7.9,3.8,5,38.2,15.5
1,7.2,2.5,3,173.9,37.7
2,7.3,2.2,4,81,94.7
3,9.3,2.8,6,97.3,104.6
4,11.6,5,1,44.1,90.6
5,16.2,7.1,0,50.4,194
6,18.9,10.8,0,55.9,146.2
7,18.6,11.6,0,106.7,154
8,19.5,11.7,0,78.6,180.9
9,16.5,9.7,0,51.7,163.7
10,13,7.1,2,88.9,75.6
11,9,2.6,8,50.5,68.6
12,9.8,5.4,0,36,35.7
1,9,3.9,2,20.6,54.3
2,9.1,2.9,3,75.3,93.1
3,11,3.9,2,77.7,126.6
4,9.6,2.7,3,115.5,107.8
5,18.4,8.2,0,26,283.8
6,20.2,10,0,54.1,255.5
7,22.9,13.1,0,41.4,284.9
8,21.1,12,0,36.2,240.5
9,18.5,10.6,0,23.3,135.1
10,14.9,8.5,0,65.3,85.1
11,9,4,3,42.6,45.3
12,6.7,2.8,4,159.1,12.9
1,8.9,3.9,0,128.7,46.4
2,9.7,4.4,1,115.2,58.5
3,12.4,5.3,3,21.6,137.6
4,13.1,3.9,3,25.9,201.6
5,18.1,7.7,0,18.9,219.2
6,17.6,10.4,0,46.4,112.1
7,22.1,11.9,0,21.5,273.8
8,23.1,13.8,0,40.8,233.4
9,16.7,9.6,0,30.4,127.5
10,14.4,8.6,0,129.7,75.9
11,8.8,4.9,0,47.9,32.3
12,6.7,2.6,5,136,24.3
1,5.5,0.1,14,86.8,53.3
2,4.8,-0.3,16,68.5,45.1
3,10.7,5.2,1,58.7,61
4,11.4,4.5,2,67.2,129.3
5,14.6,7.7,0,14.4,131.5
6,15.8,8.5,0,68.6,153.8
7,22.2,13.2,0,51.2,221.6
8,21.9,12.8,0,8.5,221.1
9,19.4,9.8,0,37,185.9
10,12.9,7.7,0,54.3,68.2
11,9.2,3.8,2,73.1,42.7
12,7.9,2.6,7,78.4,28.5
1,6.5,1,13,43.6,37.1
2,8.9,2.9,5,25.9,52.7
3,10.3,4,0,73.6,73.9
4,12.3,5.3,0,41.8,125
5,18.7,8.6,0,57.6,239.1
6,20.5,11.7,0,52.2,192.7
7,19.8,12.5,0,77.7,183
8,19.2,11.3,0,117.7,196.3
9,16.3,9.7,0,71.9,123.4
10,10.2,4.8,1,66,60.3
11,10.2,3.8,3,129.1,40.6
12,6.3,1.2,11,67.4,19.7
1,8.4,2.3,5,88.1,24.4
2,7.5,3,2,10.7,42.3
3,10.3,2.3,8,16.7,128.5
4,13,5.7,0,91.8,116.3
5,15.5,7.1,0,70.7,183.5
6,19.4,10.2,0,108.3,193.6
7,19,11.5,0,85.3,197.9
8,18.4,10.3,0,29.7,182.5
9,15.2,9,0,121.4,84.3
10,10.7,5.4,5,62.8,75.4
11,6.3,2.2,10,56.9,25.8
12,7.1,2.2,5,171.4,29.4
1,7.2,1.5,8,124.4,44.3
2,4.9,-0.6,17,75.7,33.3
3,10.6,4.2,0,78.1,141
4,12,4.9,1,55.3,172.9
5,13.9,6.5,0,65.6,141.1
6,19.2,10.6,0,14.6,198.8
7,23.3,12.9,0,33.1,206.4
8,19.7,11.8,0,45,182.1
9,15.4,9.1,0,148.2,104.8
10,12.7,6.2,0,57.9,72.9
11,11.7,7,0,103.3,35.3
12,9,3.6,6,103.9,31.7
1,6.4,1.5,10,157.7,35.8
2,9,3.4,0,99.2,63
3,8.9,2,7,63.9,172.7
4,13.2,5.1,1,24.6,170.7
5,16.7,7.4,0,48.1,203.7
6,18.4,9.6,0,11.3,182.9
7,23.8,14.1,0,22.5,229.1
8,24.4,13.2,0,12.1,256.1
9,17.1,10.3,0,75.6,115.7
10,16.1,9.3,0,21.9,100.1
11,9.9,5.2,3,60.5,36
12,3.8,0.1,15,70.4,20.5
1,5,2.1,9,57,5.8
2,5,0,16,75.1,54.3
3,5.9,1.7,5,52.9,38.6
4,12.8,4.7,4,37.7,114.3
5,13,5.3,0,39.1,169.6
6,19.3,9.6,0,29.8,244.5
7,21.5,11.9,0,24.5,254.6
8,21.5,12.3,0,101.1,199.5
9,16.8,9.9,0,27.1,111.4
10,14.4,7.9,0,70.6,119.7
11,8.2,3.2,8,134.3,89.8
12,5,0.6,11,98.2,39.1
1,5.2,0.2,15,8.5,51.4
2,9.5,3.9,1,106.5,81.6
3,12.1,5,1,22,152.1
4,13.2,5.1,0,28.2,137
5,16.3,6.7,0,77.5,252.3
6,17.6,10.2,0,130.9,136.5
7,21.7,12.7,0,56.7,244.4
8,23.3,14.1,0,108.6,201.5
9,17.3,10.2,0,17.5,148.4
10,13,6.4,3,55.8,117.4
11,10.4,6.1,0,93.1,24.6
12,8.2,3.9,3,79.4,36.2
1,7.1,2.5,5,88.5,46.3
2,11.2,5.1,4,9.3,102.2
3,11.2,4.8,2,93.5,91.9
4,10.9,4.4,2,117.9,125.7
5,17,8.5,0,26.6,199.3
6,17.5,10.5,0,152.4,141.7
7,19.2,12.1,0,36.5,172
8,20.1,11.9,0,46.2,210.6
9,17.7,11.1,0,49.2,96.6
10,13,7.2,1,197.9,99.1
11,8.4,3.6,2,49.5,68.9
12,8.3,2.4,6,57.9,42.4
1,8.1,2.7,5,90.8,66.9
2,8,2.4,7,44.7,92
3,10.7,4.2,1,82.8,140.8
4,13.4,5.8,3,91.6,152.9
5,17.5,9,0,51,181.9
6,18.3,10.2,0,61,188.5
7,22.5,13.4,0,30.1,227.9
8,19.9,12.1,0,75.4,129.7
9,20.2,11.5,0,113.7,190.7
10,13.8,7.8,0,55.3,123.1
11,10.1,5.2,1,48.2,70.7
12,7.1,1.9,8,135.6,60.6
1,7.8,2.7,2,49.8,75.9
2,8.9,3.3,4,72,93.5
3,10.9,4.2,3,43.3,133
4,11.7,4.2,1,153.3,124.6
5,16.4,7.6,0,63.9,189.6
6,19,11.2,0,46.6,151.9
7,18.8,11.4,0,68.5,142.5
8,21.2,12.4,0,46.3,195.9
9,18.1,10.8,0,117.8,116.7
10,13.1,7.1,0,139.5,87.6
11,9.1,4,2,167.9,51.9
12,7,3.3,9,118,42
1,5.3,0.3,15,42.1,59.1
2,7.7,0.8,11,79.4,96.4
3,8,1.6,8,56.2,100.5
4,11.3,4,0,80.1,106.2
5,17.8,7.7,0,58,208.7
6,18.4,10.1,0,43.9,160
7,21.4,13.2,0,57.5,185.1
8,20.9,12.8,0,111.9,181.1
9,15.8,10.1,0,67.3,84.9
10,15.9,10.2,0,113,115
11,10.5,4.7,2,27,54
12,6.3,0.9,14,28,71.5
1,8.2,2.5,8,55.9,38.2
2,9.8,3.8,1,173.9,95.2
3,11.1,4.1,1,34.7,122.4
4,13.9,5,1,40.7,176.2
5,16.3,8.4,0,60.9,183.8
6,19.1,10.9,0,30.9,197.3
7,20.1,12,0,133.8,165.3
8,21.2,13.4,0,83.4,141
9,17.8,10.6,0,49.7,132.7
10,12.6,6.8,0,145.3,79.7
11,10,5.5,0,111.1,36.6
12,6.4,3.2,5,129.8,28.6
1,6.9,2.5,8,60.7,54.3
2,6.6,0,15,30.8,87.8
3,12,3.1,3,38.4,157.7
